,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
0,Mohamed Salah,Liverpool,EPL,36,2954,32,31,10,25.136502970010042,8.344477602280676,23.6141653098166,0.7658379374749167,0.25423256066528804,0.7194566275841212,F M S,143,62,1,0,5.898578152060509,35.301465447992086
1,Harry Kane,Tottenham,EPL,37,3094,30,28,2,26.859890587627888,3.8204412199556828,24.576384104788303,0.7813154986704944,0.11113112792372704,0.7148915867585479,F S,183,34,5,0,7.9616343677043915,28.51526607386768
2,Sergio Agüero,Manchester City,EPL,25,1985,21,17,6,18.56861797720194,6.533229699358344,15.523942567408085,0.8419020745330854,0.29621696369886696,0.7038563380688804,F S,95,39,2,0,7.512718818150461,23.707814872264862
3,Jamie Vardy,Leicester,EPL,37,3269,20,15,1,15.266967067494988,3.6308264825493097,10.699990747496486,0.42032029246697733,0.09996157339536185,0.29458524541899167,F,70,33,3,0,1.9777417127043009,15.584633570164442
4,Raheem Sterling,Manchester City,EPL,33,2594,18,17,11,18.829967338591814,8.844115875661373,18.06879848614335,0.6533142098971717,0.30685058936373305,0.6269051132432157,F S,87,55,3,1,12.149656612426043,33.65671702474356
5,Romelu Lukaku,Manchester United,EPL,34,2869,16,16,7,15.468220829963684,5.473206410184503,14.707051992416382,0.48523522993960666,0.1716934740036965,0.4613575041190221,F S,86,33,4,0,7.161954903975129,24.643031921237707
6,Roberto Firmino,Liverpool,EPL,37,2814,15,14,7,10.763707412406802,7.67842498794198,10.002538589760661,0.3442550345119446,0.24557862434782454,0.31991061587720665,F M S,84,56,1,0,12.625402934849262,27.837451616302133
7,Alexandre Lacazette,Arsenal,EPL,32,2235,14,12,4,13.831241022795439,4.839554825797677,12.308903332799673,0.5569627257501519,0.1948814023811145,0.495660536891262,F S,67,36,1,0,6.228630402125418,20.898551642894745
8,Gabriel Jesus,Manchester City,EPL,29,1692,13,13,3,15.366188988089561,2.3076753597706556,13.843851312994957,0.8173504780898703,0.12274868934950296,0.7363750698401573,F S,55,18,6,0,6.5146970227360725,20.56147326901555
9,Son Heung-Min,Tottenham,EPL,37,2315,12,12,6,11.021603035740554,6.592509059235454,11.021603035740554,0.4284856471778185,0.2562962485231926,0.4284856471778185,F M S,75,38,0,0,6.259736826643348,22.61797249224037
10,Eden Hazard,Chelsea,EPL,34,2451,12,10,4,8.212463462725282,7.303086698055267,6.690125757828355,0.3015592458773053,0.2681671982150037,0.24565945255183677,F M S,71,84,2,0,9.2949508279562,19.691347554326057
11,Riyad Mahrez,Leicester,EPL,36,2977,12,12,10,6.61353119648993,7.55104211345315,6.61353119648993,0.1999388000282478,0.22828142096432094,0.1999388000282478,F M S,74,57,2,0,6.466544289141893,15.855960881337523
12,Glenn Murray,Brighton,EPL,35,2204,12,8,0,12.380600898526609,1.2383797569200397,7.813587754033506,0.5055599277982735,0.05056904633521033,0.31906665057305605,F S,52,16,9,0,1.6577221099287271,8.483370034955442
13,Marko Arnautovic,West Ham,EPL,31,2343,11,11,6,9.801481921225786,4.447798945009708,9.801481921225786,0.3764973849382504,0.1708501515368646,0.3764973849382504,F M S,71,34,5,1,2.6873114239424467,13.037374045699835
14,Álvaro Morata,Chelsea,EPL,31,2069,11,11,6,13.904703490436077,3.5832394156605005,13.904703490436077,0.6048445210919512,0.15586831677595217,0.6048445210919512,F M S,79,36,7,0,2.9470131658017635,17.912706471979618
15,Pierre-Emerick Aubameyang,Arsenal,EPL,13,1056,10,9,4,9.174377799034119,1.2641484700143337,7.652040150016546,0.781907198781317,0.10773992642167617,0.6521625127855011,F S,31,13,0,0,2.366455566138029,10.671040249988437
16,Leroy Sané,Manchester City,EPL,32,2421,10,10,15,6.24107522983104,9.048876539804041,6.24107522983104,0.23201023159223197,0.3363894624462469,0.23201023159223197,F M S,56,58,4,0,11.898687457665801,19.683995423838496
17,Wayne Rooney,Everton,EPL,31,2301,10,7,2,8.905443045310676,2.281340353190899,4.338429889641702,0.34832241376704076,0.08923104380146932,0.16969086921675497,F M S,45,34,5,0,4.465429299511015,8.366078531369567
18,Christian Eriksen,Tottenham,EPL,37,3239,10,10,10,7.245938941836357,11.893049443140626,7.245938941836357,0.20133822314457306,0.3304644797414808,0.20133822314457306,M,96,95,0,0,15.511445418931544,27.00611260905862
19,Sadio Mané,Liverpool,EPL,29,2230,10,10,7,11.518153592944145,5.250221345573664,11.518153592944145,0.4648582167555933,0.21189234130117926,0.4648582167555933,F M S,70,49,3,1,6.351253589615226,21.158787678927183
20,Chris Wood,Burnley,EPL,24,1639,10,10,1,7.639506213366985,0.6027078554034233,7.639506213366985,0.41949698548079845,0.03309561134002935,0.41949698548079845,F S,40,11,1,0,1.022325236350298,7.594883928075433
